iter	Logloss
214	0.5436832316
215	0.5434918905
216	0.5431158868
217	0.542894771
218	0.5427505278
219	0.5426103697
220	0.542207073
221	0.5419561303
222	0.5418008387
223	0.541685489
224	0.5415145049
225	0.5412747343
226	0.5410880971
227	0.5407671527
228	0.5406312327
229	0.540337062
230	0.5401351515
231	0.5399794454
232	0.5396622296
233	0.5393808919
234	0.5392289704
235	0.5390800682
236	0.5387100575
237	0.5384868718
238	0.5383652397
239	0.5381846082
240	0.5379500167
241	0.5377545413
242	0.5375449099
243	0.5373869522
244	0.5371843893
245	0.5370467989
246	0.5367910897
247	0.5363582963
248	0.5361057377
249	0.5358104994
250	0.5355040539
251	0.5352253701
252	0.5351188047
253	0.5348631115
254	0.5347492471
255	0.5344500699
256	0.5343088744
257	0.5341163196
258	0.5339120998
259	0.5338334552
260	0.5337600299
261	0.5334827198
262	0.5333167138
263	0.5330611768
264	0.5328002285
265	0.5326261723
266	0.5323592617
267	0.5321605457
268	0.5320203663
269	0.5317986778
270	0.5315214132
271	0.531195611
272	0.5309627521
273	0.5308691237
274	0.5306813184
275	0.5303731248
276	0.530197587
277	0.5300141691
278	0.5296446834
279	0.5294071609
280	0.5291705449
281	0.528842488
282	0.5286467392
283	0.5284369876
284	0.5281593365
285	0.527956818
286	0.5276941324
287	0.5275461284
288	0.5271832799
289	0.5267235327
290	0.5266285412
291	0.5264673044
292	0.5261882265
293	0.5260269572
294	0.5258614659
295	0.5255948343
296	0.5254076523
297	0.5252562284
298	0.5250560517
299	0.5249058892
300	0.5246409461
301	0.5244281817
302	0.5241626835
303	0.523894637
304	0.5238102468
305	0.5236410274
306	0.523480046
307	0.5232139147
308	0.523020329
309	0.522887651
310	0.522613412
311	0.5224575857
312	0.5223050778
313	0.5221071399
314	0.5218308888
315	0.5216697775
316	0.5214650136
317	0.5212982031
318	0.5209846513
319	0.5208562949
320	0.5207955172
321	0.5205844204
322	0.5203319509
323	0.520089872
324	0.5198925462
325	0.5197021519
326	0.5193374562
327	0.519088273
328	0.518887071
329	0.518659393
330	0.5185742237
331	0.5183884575
332	0.5181220063
333	0.5179619485
334	0.5177764152
335	0.5176252266
336	0.517517414
337	0.5173440226
338	0.5171871154
339	0.5170018711
340	0.5168540685
341	0.5166034038
342	0.5164329439
343	0.516269561
344	0.5158725293
345	0.5156112917
346	0.5153111067
347	0.5150491707
348	0.5148432738
349	0.5146450692
350	0.5144516828
351	0.5143692315
352	0.5141619123
353	0.5139652886
354	0.5137519762
355	0.5133581543
356	0.5131065536
357	0.5129210742
358	0.5126160376
359	0.5122706278
360	0.5121341267
361	0.5118836353
362	0.5116616094
363	0.5115374079
364	0.5113026804
365	0.5110720227
366	0.5108833278
367	0.5106167438
368	0.5104272472
369	0.5102059402
370	0.5100408116
371	0.5099009386
372	0.509730438
373	0.5095779938
374	0.5094139471
375	0.5091298732
376	0.5089901034
377	0.5087644728
378	0.5086939034
379	0.508618179
380	0.5084882954
381	0.5082468809
382	0.5080841832
383	0.5078893601
384	0.5077622627
385	0.5076728837
386	0.5074550391
387	0.5071966278
388	0.5069918262
389	0.5068348073
390	0.5066913639
391	0.5064297309
392	0.5062837969
393	0.5061628971
394	0.5059159701
395	0.5057042871
396	0.505540431
397	0.5053787357
398	0.5052082511
399	0.5048942299
400	0.5047312006
401	0.5045167745
402	0.5043092647
403	0.5041337942
404	0.5039152582
405	0.5036014629
406	0.5034739076
407	0.5033416697
408	0.5032180661
409	0.5030178146
410	0.5028870064
411	0.5027341825
412	0.5025932077
413	0.5024705579
414	0.5023013044
415	0.5021447672
416	0.5019505057
417	0.5017977179
418	0.5017122429
419	0.5014006515
420	0.5012371753
421	0.5011003474
422	0.5009276018
423	0.5008537988
424	0.5007504624
425	0.5004564962
426	0.5003663816
427	0.5001253511
428	0.4999235814
429	0.4997133473
430	0.4996074907
431	0.4994973201
432	0.4994171494
433	0.4992820899
434	0.4989832695
435	0.498872404
436	0.498676031
437	0.4984349067
438	0.498225471
439	0.4979341673
440	0.4977290989
441	0.4975812529
442	0.4974901422
443	0.4973342915
444	0.4971967318
445	0.4969891186
446	0.4967224938
447	0.4966191846
448	0.496554249
449	0.4963731236
450	0.4962381513
451	0.4960083567
452	0.4958444369
453	0.4956953355
454	0.4954735304
455	0.4953651715
456	0.4952279648
457	0.4950705229
458	0.4949300881
459	0.4947206842
460	0.4944218288
461	0.4943092081
462	0.4941369251
463	0.4938590974
464	0.4936412486
465	0.4935379502
466	0.4933792661
467	0.4932546093
468	0.4930665734
469	0.4929847148
470	0.4927654424
471	0.4925953396
472	0.4923210541
473	0.49222129
474	0.4920740206
475	0.4918995755
476	0.4917140629
477	0.4916443953
478	0.491544947
479	0.491369425
480	0.4911707898
481	0.4909432113
482	0.4907848839
483	0.4906213903
484	0.4905779511
485	0.4904107817
486	0.4903057579
487	0.4901855531
488	0.4900611085
489	0.48997398
490	0.4898414409
491	0.4896756057
492	0.4895857584
493	0.4895162633
494	0.4893313147
495	0.4891559862
496	0.4888312699
497	0.488701421
498	0.4885327371
499	0.4882083719
500	0.4880969157
501	0.4878661802
502	0.487677793
503	0.4874703987
504	0.4873786551
505	0.4872660914
506	0.4870691573
507	0.4868699069
508	0.4866538362
509	0.4864079038
510	0.4862399911
511	0.486068769
512	0.4858372179
513	0.4856273971
514	0.4855468665
515	0.4855006643
516	0.4852884683
517	0.4851816391
518	0.4850085051
519	0.4849311943
520	0.4847468144
521	0.4846991784
522	0.484599466
523	0.4844977949
524	0.4842894867
525	0.4842022723
526	0.4839898485
527	0.483914976
528	0.4837909355
529	0.4836442125
530	0.4835305808
531	0.4834228626
532	0.4833206159
533	0.4830582925
534	0.4829639363
535	0.4828545897
536	0.4826301449
537	0.4825121789
538	0.4823326821
539	0.4822211451
540	0.4820471019
541	0.48193531
542	0.4818105433
543	0.4816143582
544	0.4813580678
545	0.4811953602
546	0.4810289769
547	0.4809591445
548	0.4807776187
549	0.4806065443
550	0.4805091591
551	0.4803693988
552	0.4802132641
553	0.4801003832
554	0.4799330496
555	0.4797932131
556	0.479657507
557	0.4795409863
558	0.479398521
559	0.4792804179
560	0.4791779183
561	0.4789852862
562	0.4789303729
563	0.4786936148
564	0.4785295359
565	0.4783201081
566	0.4781093231
567	0.4779931397
568	0.4778268115
569	0.4777121558
570	0.4775317788
571	0.4774392018
572	0.477229965
573	0.4770708634
574	0.4768761406
575	0.4767404362
576	0.4766135715
577	0.4765758447
578	0.4765168656
579	0.4764352092
580	0.4762578716
581	0.4761558861
582	0.4760635106
583	0.4758791136
584	0.4758311546
585	0.4757336461
586	0.4755693009
587	0.475409837
588	0.4753457041
589	0.4752174582
590	0.4750943439
591	0.4750095488
592	0.4749232953
593	0.4747996828
594	0.4746958534
595	0.4744690797
596	0.4743679269
597	0.4742706929
598	0.4742001175
599	0.4740362272
600	0.4738230919
601	0.4736534511
602	0.4735226493
603	0.4733196576
604	0.4732099735
605	0.4728762269
606	0.4727372681
607	0.4726086191
608	0.4724797169
609	0.4724242502
610	0.4722393614
611	0.4721823453
612	0.4720522845
613	0.471932916
614	0.4718322257
615	0.4717258983
616	0.4716335825
617	0.4715373406
618	0.4714031152
619	0.4712649751
620	0.4712226801
621	0.4711378726
622	0.4709981112
623	0.4708730217
624	0.4707433477
625	0.4706487365
626	0.4705173881
627	0.4703395428
628	0.4702421571
629	0.4701427278
630	0.4699487235
631	0.4697641951
632	0.4695804895
633	0.4694732535
634	0.4693495827
635	0.4692457195
636	0.4691657285
637	0.4689744955
638	0.4689098478
639	0.4687759845
640	0.4686642539
641	0.4685697167
642	0.4684749253
643	0.4683245848
644	0.4682090963
645	0.4681126452
646	0.4678698609
647	0.4678205171
648	0.4677588072
649	0.467562404
650	0.4674639498
651	0.4672834988
652	0.4671935149
653	0.4670812781
654	0.466963942
655	0.4668156814
656	0.4667228045
657	0.4665592841
658	0.4663820975
659	0.4662144953
660	0.4660017055
661	0.4658964
662	0.4657694249
663	0.4656524369
664	0.465491877
665	0.4654104411
666	0.4652716082
667	0.4651546621
668	0.4649995561
669	0.4648753531
670	0.4647526253
671	0.4646271711
672	0.4645047295
673	0.4643694195
674	0.4641872208
675	0.4640457418
676	0.4638769043
677	0.4637861016
678	0.4635145974
679	0.4632900913
680	0.4632261732
681	0.4631206999
682	0.4629643694
683	0.4626815822
684	0.4625067593
685	0.4623826076
686	0.4622491335
687	0.4621012238
688	0.4620356358
689	0.4619353162
690	0.4618332886
691	0.461727598
692	0.4615554346
693	0.4614045584
694	0.4612819459
695	0.4611467072
696	0.4610501818
697	0.4609398396
698	0.4607688035
699	0.4606348545
700	0.4605165216
701	0.460379224
702	0.4602163561
703	0.4600775915
704	0.459931857
705	0.4596721836
706	0.4595637633
707	0.4593397816
708	0.4592439033
709	0.4590817961
710	0.4589925457
711	0.4589357018
712	0.4588590181
713	0.4587901588
714	0.4586211344
715	0.4585269297
716	0.4583714114
717	0.4582827828
718	0.4581483024
719	0.457932078
720	0.4578073885
721	0.457590314
722	0.4574500047
723	0.4573521813
724	0.4572117802
725	0.4571067033
726	0.4570038222
727	0.4568050443
728	0.4566971854
729	0.4566127195
730	0.4564271173
731	0.4563697802
732	0.4562930929
733	0.4561541928
734	0.4560633016
735	0.4559945123
736	0.4559308699
737	0.455814993
738	0.4557174486
739	0.4556100434
740	0.4555163687
741	0.4554175492
742	0.4553427554
743	0.4552145798
744	0.4550613219
745	0.4550046275
746	0.454880617
747	0.4547606428
748	0.4546953002
749	0.4546109244
750	0.4545284905
751	0.4544137651
752	0.4543149324
753	0.4542018305
754	0.4541170857
755	0.4539470458
756	0.4538641726
757	0.4537195443
758	0.4536333628
759	0.453545752
760	0.4533662924
761	0.4532141615
762	0.4530985065
763	0.4529655623
764	0.4529300695
765	0.4528318861
766	0.4526851372
767	0.4525912424
768	0.4524451136
769	0.4523598214
770	0.4522774924
771	0.4520971573
772	0.4519518094
773	0.4517859399
774	0.4516622998
775	0.4515782855
776	0.4514550347
777	0.451314264
778	0.4512210914
779	0.4511149845
780	0.4510418524
781	0.4510106114
782	0.4509037431
783	0.4508354005
784	0.4507166764
785	0.4505215466
786	0.450428848
787	0.4503439748
788	0.450240639
789	0.4501274883
790	0.4499863834
791	0.4499112055
792	0.4498523395
793	0.4497339404
794	0.4495657441
795	0.4494158471
796	0.4493701921
797	0.4492286891
798	0.4490812239
799	0.4488989549
800	0.44871552
801	0.448651259
802	0.4485341406
803	0.4483956999
804	0.4482799032
805	0.4481616875
806	0.4480685541
807	0.4479717876
808	0.4477642515
809	0.4476160121
810	0.4474941223
811	0.447346176
812	0.4472000713
813	0.4471284936
814	0.4470548412
815	0.4469266435
816	0.4468532838
817	0.4468037208
818	0.4466953719
819	0.4466053843
820	0.4465072649
821	0.446400164
822	0.4462940894
823	0.4461961277
824	0.4460809828
825	0.4460066066
826	0.4457478474
827	0.445641895
828	0.4455787391
829	0.4454809734
830	0.4454455276
831	0.4453529503
832	0.4452208744
833	0.4451185982
834	0.4450018316
835	0.4449070739
836	0.4447682755
837	0.444697742
838	0.4446410975
839	0.4445531045
840	0.4444786642
841	0.4442777903
842	0.4441587701
843	0.4440071174
844	0.4438847765
845	0.4437996358
846	0.4436794618
847	0.4436473916
848	0.4435581118
849	0.4434577469
850	0.4433185607
851	0.443213809
852	0.44311734
853	0.442921596
854	0.4428309651
855	0.4427381343
856	0.4426432975
857	0.4425352176
858	0.4424271804
859	0.4421964744
860	0.4421313905
861	0.4420001307
862	0.4418916884
863	0.4418056764
864	0.4416513022
865	0.4415603165
866	0.441481525
867	0.4413882744
868	0.4413436266
869	0.4412249981
870	0.440999361
871	0.4409049672
872	0.4408127742
873	0.4406750904
874	0.4405184032
875	0.4404116833
876	0.4403313952
877	0.4402005117
878	0.440167869
879	0.4400666317
880	0.4400257115
881	0.4399565614
882	0.4398423743
883	0.4397332573
884	0.4396421412
885	0.4395490488
886	0.4394675653
887	0.439307561
888	0.4391828803
889	0.4390617203
890	0.4389098474
891	0.4388197773
892	0.4387051498
893	0.438592828
894	0.4384862592
895	0.4384001169
896	0.4382973126
897	0.4382044638
898	0.4381356953
899	0.4380737308
900	0.4380009543
901	0.4379225013
902	0.4378340549
903	0.4377493163
904	0.4376585293
905	0.4375574955
906	0.4374615652
907	0.43736122
908	0.4372664174
909	0.4371925328
910	0.4370358773
911	0.436906795
912	0.4367320371
913	0.4366572088
914	0.4365572571
915	0.4365021627
916	0.4364429448
917	0.4363307065
918	0.4362465755
919	0.4361722396
920	0.4360930329
921	0.4360402251
922	0.4359526505
923	0.435801137
924	0.4356817398
925	0.4354963621
926	0.4354212231
927	0.4352939543
928	0.4351985727
929	0.435101702
930	0.4349784768
931	0.4349195048
932	0.4348362233
933	0.434692864
934	0.4346156369
935	0.4344812553
936	0.4343710507
937	0.4342726407
938	0.4342283621
939	0.4341062006
940	0.4340342738
941	0.4339193134
942	0.4338008674
943	0.4337343866
944	0.4336137773
945	0.4334737691
946	0.4333901629
947	0.4332546317
948	0.4331118021
949	0.4330398328
950	0.4329561238
951	0.432864298
952	0.4328043236
953	0.4327373422
954	0.4326575527
955	0.432564857
956	0.4324124968
957	0.4322490508
958	0.4321473667
959	0.4320403725
960	0.4319950049
961	0.4318738545
962	0.4318357271
963	0.4318238409
964	0.4317288675
965	0.4316398791
966	0.4315379882
967	0.4314848588
968	0.4313932926
969	0.4313089665
970	0.4311123779
971	0.4310568922
972	0.430958019
973	0.4308557711
974	0.4307657912
975	0.430656645
976	0.430588565
977	0.4304848744
978	0.4303700806
979	0.4302816053
980	0.4301909943
981	0.4301179238
982	0.4300060958
983	0.4299175253
984	0.4298298933
985	0.4297115466
986	0.4296019356
987	0.4295602749
988	0.4294620987
989	0.4293684316
990	0.4292658474
991	0.4291626751
992	0.4290425024
993	0.4289011697
994	0.4288441392
995	0.4287594326
996	0.4286681273
997	0.4285578138
998	0.4284931594
999	0.4284328697
